序号,类别,名称,控件ID,行,列,x_mm,y_mm,形状,半径_mm,宽度_mm,高度_mm,备注
142,界面控件,配置_清洗混匀页面,configSectionThermal,,,,,html-control,,,,工程师调试/设备配置界面控件；无物理坐标，后端可按控件ID读取或更新。
143,界面控件,清洗混匀_混匀加热卡片,thermalMixCard,,,,,html-control,,,,工程师调试/设备配置界面控件；无物理坐标，后端可按控件ID读取或更新。
144,界面控件,清洗混匀_通道选择,thermalChannelSelect,,,,,html-control,,,,工程师调试/设备配置界面控件；无物理坐标，后端可按控件ID读取或更新。
145,界面控件,清洗混匀_样本目标温度,thermalSampleTargetInput,,,,,html-control,,,,工程师调试/设备配置界面控件；无物理坐标，后端可按控件ID读取或更新。
146,界面控件,清洗混匀_样本清洗时间,sampleWashTimeInput,,,,,html-control,,,,工程师调试/设备配置界面控件；无物理坐标，后端可按控件ID读取或更新。
147,界面控件,清洗混匀_样本清洗温度,sampleWashTempInput,,,,,html-control,,,,工程师调试/设备配置界面控件；无物理坐标，后端可按控件ID读取或更新。
148,界面控件,清洗混匀_制冷温度,coolingTargetInput,,,,,html-control,,,,工程师调试/设备配置界面控件；无物理坐标，后端可按控件ID读取或更新。
149,界面控件,清洗混匀_出水目标温度,waterOutletTargetTempInput,,,,,html-control,,,,工程师调试/设备配置界面控件；无物理坐标，后端可按控件ID读取或更新。
150,界面控件,清洗混匀_出水水量,waterOutletVolumeInput,,,,,html-control,,,,工程师调试/设备配置界面控件；无物理坐标，后端可按控件ID读取或更新。
151,界面控件,清洗混匀_出水流速,waterOutletFlowRateInput,,,,,html-control,,,,工程师调试/设备配置界面控件；无物理坐标，后端可按控件ID读取或更新。
152,登录页,登录页面,loginScreen,,,,,html-control,,,,用户登录遮罩；管理员/实验员两类入口。
153,登录页,管理员登录按钮,adminLoginBtn,,,,,html-control,,,,管理员登录提交按钮。
154,登录页,实验员登录按钮,operatorLoginBtn,,,,,html-control,,,,实验员登录提交按钮。
155,登录页,登录错误提示,loginErrorText,,,,,html-control,,,,登录校验提示。
156,用户管理,用户管理表,userManagementTable,,,,,html-control,,,,管理员用户管理页面用户列表。
157,用户管理,新增用户卡片,userCreateCard,,,,,html-control,,,,管理员新增或修改用户。
158,用户管理,新增用户按钮,userAddBtn,,,,,html-control,,,,新增或更新用户。
159,权限控制,顶部调试模式,modeDebugBtn,,,,,html-control,,,,仅管理员可见的顶部调试模式按钮。
160,登录页,登录表单卡片,simpleLoginCard,,,,,html-control,,,,简化登录表单；账号密码共用输入框。
161,登录页,登录账号输入框,loginUsername,,,,,html-control,,,,账号输入框；根据点击的管理员/实验员按钮校验对应角色。
162,登录页,登录密码输入框,loginPassword,,,,,html-control,,,,密码输入框；根据点击的管理员/实验员按钮校验对应角色。
163,登录页,登录身份按钮区,loginRoleActions,,,,,html-control,,,,包含管理员登录和实验员登录两个按钮。
164,界面控件,右侧栏宽度按钮组,rightPanelWidthToggleGroup,,,,,html-control,,,,右侧边栏底部工具行左侧的单个横向宽度快捷按钮容器。
165,界面控件,右侧栏宽度切换按钮,rightPanelQuickToggle,,,,,html-control,,,,单个横向按钮；位于右侧栏底部工具行左侧，根据当前宽度在 30% 收缩和 70% 展开之间切换。
166,界面控件,配置文件_轻量抽屉,configProfileFold,,,,,html-control,,,,配置/流程页顶部配置文件抽屉；默认收起，只显示当前配置名称、类型、步数和控温状态；点击后选择、新建、导入导出。
167,界面控件,流程编辑_主工作台,configFlowFold,,,,,html-control,,,,配置/流程页主编辑区域；默认展开，包含操作库、流程砖块时间线和当前步骤编辑器，保证流程编辑有主要可视空间。
176,界面控件,试剂_S11_条码ROI面板,svg-reagent-s11-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
177,界面控件,试剂_S11_ROI Left,svg-reagent-s11-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
178,界面控件,试剂_S11_ROI Top,svg-reagent-s11-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
179,界面控件,试剂_S11_ROI Width,svg-reagent-s11-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
180,界面控件,试剂_S11_ROI Height,svg-reagent-s11-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
181,界面控件,试剂_S11_孔位Z参数面板,svg-reagent-s11-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
182,界面控件,试剂_S11_液体类型,svg-reagent-s11-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
183,界面控件,试剂_S11_Z-Travel安全移动高度,svg-reagent-s11-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
184,界面控件,试剂_S11_Z-Start探液高度,svg-reagent-s11-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
185,界面控件,试剂_S11_Z-End针尖最大下降深度,svg-reagent-s11-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
186,界面控件,试剂_S11_Z-Dispens吸液/排液高度,svg-reagent-s11-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
187,界面控件,试剂_S11_通道移液面板,svg-reagent-s11-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
188,界面控件,试剂_S11_移液孔位,svg-reagent-s11-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
189,界面控件,试剂_S11_移液液量,svg-reagent-s11-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
190,界面控件,试剂_S11_控制针,svg-reagent-s11-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
191,界面控件,试剂_S21_条码ROI面板,svg-reagent-s21-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
192,界面控件,试剂_S21_ROI Left,svg-reagent-s21-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
193,界面控件,试剂_S21_ROI Top,svg-reagent-s21-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
194,界面控件,试剂_S21_ROI Width,svg-reagent-s21-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
195,界面控件,试剂_S21_ROI Height,svg-reagent-s21-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
196,界面控件,试剂_S21_孔位Z参数面板,svg-reagent-s21-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
197,界面控件,试剂_S21_液体类型,svg-reagent-s21-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
198,界面控件,试剂_S21_Z-Travel安全移动高度,svg-reagent-s21-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
199,界面控件,试剂_S21_Z-Start探液高度,svg-reagent-s21-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
200,界面控件,试剂_S21_Z-End针尖最大下降深度,svg-reagent-s21-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
201,界面控件,试剂_S21_Z-Dispens吸液/排液高度,svg-reagent-s21-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
202,界面控件,试剂_S21_通道移液面板,svg-reagent-s21-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
203,界面控件,试剂_S21_移液孔位,svg-reagent-s21-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
204,界面控件,试剂_S21_移液液量,svg-reagent-s21-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
205,界面控件,试剂_S21_控制针,svg-reagent-s21-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
206,界面控件,试剂_S31_条码ROI面板,svg-reagent-s31-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
207,界面控件,试剂_S31_ROI Left,svg-reagent-s31-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
208,界面控件,试剂_S31_ROI Top,svg-reagent-s31-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
209,界面控件,试剂_S31_ROI Width,svg-reagent-s31-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
210,界面控件,试剂_S31_ROI Height,svg-reagent-s31-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
211,界面控件,试剂_S31_孔位Z参数面板,svg-reagent-s31-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
212,界面控件,试剂_S31_液体类型,svg-reagent-s31-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
213,界面控件,试剂_S31_Z-Travel安全移动高度,svg-reagent-s31-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
214,界面控件,试剂_S31_Z-Start探液高度,svg-reagent-s31-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
215,界面控件,试剂_S31_Z-End针尖最大下降深度,svg-reagent-s31-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
216,界面控件,试剂_S31_Z-Dispens吸液/排液高度,svg-reagent-s31-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
217,界面控件,试剂_S31_通道移液面板,svg-reagent-s31-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
218,界面控件,试剂_S31_移液孔位,svg-reagent-s31-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
219,界面控件,试剂_S31_移液液量,svg-reagent-s31-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
220,界面控件,试剂_S31_控制针,svg-reagent-s31-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
221,界面控件,试剂_S41_条码ROI面板,svg-reagent-s41-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
222,界面控件,试剂_S41_ROI Left,svg-reagent-s41-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
223,界面控件,试剂_S41_ROI Top,svg-reagent-s41-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
224,界面控件,试剂_S41_ROI Width,svg-reagent-s41-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
225,界面控件,试剂_S41_ROI Height,svg-reagent-s41-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
226,界面控件,试剂_S41_孔位Z参数面板,svg-reagent-s41-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
227,界面控件,试剂_S41_液体类型,svg-reagent-s41-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
228,界面控件,试剂_S41_Z-Travel安全移动高度,svg-reagent-s41-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
229,界面控件,试剂_S41_Z-Start探液高度,svg-reagent-s41-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
230,界面控件,试剂_S41_Z-End针尖最大下降深度,svg-reagent-s41-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
231,界面控件,试剂_S41_Z-Dispens吸液/排液高度,svg-reagent-s41-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
232,界面控件,试剂_S41_通道移液面板,svg-reagent-s41-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
233,界面控件,试剂_S41_移液孔位,svg-reagent-s41-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
234,界面控件,试剂_S41_移液液量,svg-reagent-s41-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
235,界面控件,试剂_S41_控制针,svg-reagent-s41-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
236,界面控件,试剂_S51_条码ROI面板,svg-reagent-s51-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
237,界面控件,试剂_S51_ROI Left,svg-reagent-s51-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
238,界面控件,试剂_S51_ROI Top,svg-reagent-s51-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
239,界面控件,试剂_S51_ROI Width,svg-reagent-s51-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
240,界面控件,试剂_S51_ROI Height,svg-reagent-s51-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
241,界面控件,试剂_S51_孔位Z参数面板,svg-reagent-s51-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
242,界面控件,试剂_S51_液体类型,svg-reagent-s51-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
243,界面控件,试剂_S51_Z-Travel安全移动高度,svg-reagent-s51-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
244,界面控件,试剂_S51_Z-Start探液高度,svg-reagent-s51-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
245,界面控件,试剂_S51_Z-End针尖最大下降深度,svg-reagent-s51-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
246,界面控件,试剂_S51_Z-Dispens吸液/排液高度,svg-reagent-s51-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
247,界面控件,试剂_S51_通道移液面板,svg-reagent-s51-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
248,界面控件,试剂_S51_移液孔位,svg-reagent-s51-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
249,界面控件,试剂_S51_移液液量,svg-reagent-s51-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
250,界面控件,试剂_S51_控制针,svg-reagent-s51-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
251,界面控件,试剂_S12_条码ROI面板,svg-reagent-s12-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
252,界面控件,试剂_S12_ROI Left,svg-reagent-s12-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
253,界面控件,试剂_S12_ROI Top,svg-reagent-s12-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
254,界面控件,试剂_S12_ROI Width,svg-reagent-s12-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
255,界面控件,试剂_S12_ROI Height,svg-reagent-s12-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
256,界面控件,试剂_S12_孔位Z参数面板,svg-reagent-s12-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
257,界面控件,试剂_S12_液体类型,svg-reagent-s12-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
258,界面控件,试剂_S12_Z-Travel安全移动高度,svg-reagent-s12-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
259,界面控件,试剂_S12_Z-Start探液高度,svg-reagent-s12-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
